Virus,Human_P,Human_G,Human_length,Weight,virus_protein_source,interaction_source
P0DTC1,O95816,BAG2,211,50.31,khorsand-ncbi,khorsand
P0DTC1,P11021,BIP,654,42.37,khorsand-ncbi,khorsand
P0DTC1,P16615,AT2A2,1042,47.76,khorsand-ncbi,khorsand
P0DTC1,P27824,CALX,592,45.88,khorsand-ncbi,khorsand
P0DTC1,P39656,OST48,456,42.01,khorsand-ncbi,khorsand
P0DTC1,P53007,TXTP,311,43,khorsand-ncbi,khorsand
P0DTC1,P57088,TMM33,247,42.37,khorsand-ncbi,khorsand
P0DTC1,P62979,RS27A,156,42.17,khorsand-ncbi,khorsand
P0DTC1,P78527,PRKDC,4128,45.16,khorsand-ncbi,khorsand
P0DTC1,Q15365,PCBP1,356,42.23,khorsand-ncbi,khorsand
P0DTC1,O75347,TBCA,108,73.25,khorsand-ncbi,khorsand
P0DTC1,Q9UM54,MYO6,1294,94.25,khorsand-ncbi,khorsand
P0DTC1,O43795,MYO1B,1136,96.25,khorsand-ncbi,khorsand
P0DTC1,P61158,ARP3,418,71.25,khorsand-ncbi,khorsand
P0DTC1,P24468,COT2,414,59.25,khorsand-ncbi,khorsand
P0DTC1,Q14165,MLEC,292,117.25,khorsand-ncbi,khorsand
P0DTC1,P56270,MAZ,477,52.25,khorsand-ncbi,khorsand
P0DTC1,P85037,FOXK1,733,118.25,khorsand-ncbi,khorsand
P0DTC1,Q5VV42,CDKAL,579,52.25,khorsand-ncbi,khorsand
P0DTC1,Q8N4V1,EMC5,131,109.25,khorsand-ncbi,khorsand
P0DTC1,Q9P0T4,ZN581,197,96.25,khorsand-ncbi,khorsand
P0DTC1,Q9BQB6,VKOR1,163,61.25,khorsand-ncbi,khorsand
P0DTC1,Q99805,TM9S2,663,92.25,khorsand-ncbi,khorsand
P0DTC1,Q9BVV7,TIM21,248,58.25,khorsand-ncbi,khorsand
P0DTC1,Q8TCJ2,STT3B,826,67.25,khorsand-ncbi,khorsand
P0DTC1,Q92504,S39A7,469,57.25,khorsand-ncbi,khorsand
P0DTC1,Q99942,RNF5,180,72.25,khorsand-ncbi,khorsand
P0DTC1,Q96AA3,RFT1,541,95.25,khorsand-ncbi,khorsand
P0DTC1,Q8NC67,NETO2,525,120.25,khorsand-ncbi,khorsand
P0DTC1,Q9H0U3,MAGT1,335,65.25,khorsand-ncbi,khorsand
P0DTC1,P36776,LONM,959,86.25,khorsand-ncbi,khorsand
P0DTC1,Q96MM7,H6ST2,605,120.25,khorsand-ncbi,khorsand
P0DTC1,P30459,,,62.25,khorsand-ncbi,khorsand
P0DTC1,Q15011,HERP1,391,67.25,khorsand-ncbi,khorsand
P0DTC1,Q7L5D6,GET4,327,69.25,khorsand-ncbi,khorsand
P0DTC1,O75477,ERLN1,348,106.25,khorsand-ncbi,khorsand
P0DTC1,Q9ULG6,CCPG1,757,63.25,khorsand-ncbi,khorsand
P0DTC2,P40227,TCPZ,531,40.79,khorsand-ncbi-gordon,khorsand
P0DTC2,P62269,RS18,152,40.79,khorsand-ncbi-gordon,khorsand
P0DTC2,Q9BYF1,ACE2,805,66.25,khorsand-ncbi-gordon,khorsand
P0DTC2,P14635,CCNB1,433,67.25,khorsand-ncbi-gordon,khorsand
P0DTC2,Q9H2X3,CLC4M,399,91.25,khorsand-ncbi-gordon,khorsand
P0DTC2,Q9NNX6,CD209,404,94.25,khorsand-ncbi-gordon,khorsand
P0DTC2,P29120,NEC1,753,81.25,khorsand-ncbi-gordon,khorsand
P0DTC2,Q9Y5Y6,ST14,855,76.25,khorsand-ncbi-gordon,khorsand
P0DTC2,P07858,CATB,339,63.25,khorsand-ncbi-gordon,khorsand
P0DTC2,P07711,CATL1,333,74.25,khorsand-ncbi-gordon,khorsand
P0DTC2,Q8IUN9,CLC10,316,80.25,khorsand-ncbi-gordon,khorsand
P0DTC2,Q96LC7,SIG10,697,68.25,khorsand-ncbi-gordon,khorsand
P0DTC2,Q9C0B5,ZDHC5,715,117.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC2,Q7Z5G4,GOGA7,137,73.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC2,Q96N67,DOCK7,2140,116.25,khorsand-ncbi-gordon,khorsand
P0DTC2,P63244,RACK1,317,116.25,khorsand-ncbi-gordon,khorsand
P0DTC2,P07195,LDHB,334,116.25,khorsand-ncbi-gordon,khorsand
P0DTC2,P08621,RU17,437,115.25,khorsand-ncbi-gordon,khorsand
P0DTC2,P60660,MYL6,151,65.25,khorsand-ncbi-gordon,khorsand
P0DTC2,P47756,CAPZB,277,84.25,khorsand-ncbi-gordon,khorsand
P0DTC2,P52907,CAZA1,286,51.25,khorsand-ncbi-gordon,khorsand
P0DTC2,Q9NYL9,TMOD3,352,116.25,khorsand-ncbi-gordon,khorsand
P0DTC2,P13797,PLST,630,65.25,khorsand-ncbi-gordon,khorsand
P0DTC2,Q9ULV4,COR1C,474,98.25,khorsand-ncbi-gordon,khorsand
P0DTC2,P59998,ARPC4,168,71.25,khorsand-ncbi-gordon,khorsand
P0DTC2,P61158,ARP3,418,93.25,khorsand-ncbi-gordon,khorsand
P0DTC2,Q9UM54,MYO6,1294,92.25,khorsand-ncbi-gordon,khorsand
P0DTC2,P35613,BASI,385,115.25,khorsand-ncbi-gordon,khorsand
P0DTC2,Q01523,DEF5,94,73.25,khorsand-ncbi-gordon,khorsand
P0DTC2,P09958,FURIN,794,83.25,khorsand-ncbi-gordon,khorsand
P0DTC2,P20138,CD33,364,103.25,khorsand-ncbi-gordon,khorsand
P0DTC2,Q9Y336,SIGL9,463,91.25,khorsand-ncbi-gordon,khorsand
P0DTC2,Q96D42,HAVR1,364,116.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9Y673,ALG5,324,57.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC3,Q9UH99,SUN2,717,58.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC3,Q9H270,VPS11,941,63.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC3,Q96S66,CLCC1,551,104.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC3,Q96JC1,VPS39,886,98.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC3,Q8N6S5,AR6P6,226,115.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC3,Q8IWR1,TRI59,403,64.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC3,P09601,HMOX1,288,120.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC3,P40939,ECHA,763,83.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q14257,RCN2,317,100.25,khorsand-ncbi-gordon,khorsand
P0DTC3,P22314,UBA1,1058,88.25,khorsand-ncbi-gordon,khorsand
P0DTC3,P04406,G3P,335,96.25,khorsand-ncbi-gordon,khorsand
P0DTC3,P57088,TMM33,247,59.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q8IXB1,DJC10,793,96.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q00325,MPCP,362,58.25,khorsand-ncbi-gordon,khorsand
P0DTC3,P31689,DNJA1,397,119.25,khorsand-ncbi-gordon,khorsand
P0DTC3,P25705,ATPA,553,113.25,khorsand-ncbi-gordon,khorsand
P0DTC3,O43852,CALU,315,93.25,khorsand-ncbi-gordon,khorsand
P0DTC3,O95757,HS74L,839,62.25,khorsand-ncbi-gordon,khorsand
P0DTC3,P46379,BAG6,1132,99.25,khorsand-ncbi-gordon,khorsand
P0DTC3,P53621,COPA,1224,112.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9H936,GHC1,323,60.25,khorsand-ncbi-gordon,khorsand
P0DTC3,O60884,DNJA2,412,55.25,khorsand-ncbi-gordon,khorsand
P0DTC3,P26599,PTBP1,531,65.25,khorsand-ncbi-gordon,khorsand
P0DTC3,O75746,CMC1,678,82.25,khorsand-ncbi-gordon,khorsand
P0DTC3,P11586,C1TC,935,90.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9NZ01,TECR,308,118.25,khorsand-ncbi-gordon,khorsand
P0DTC3,P53007,TXTP,311,67.25,khorsand-ncbi-gordon,khorsand
P0DTC3,P05023,AT1A1,1023,68.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q96CS3,FAF2,445,73.25,khorsand-ncbi-gordon,khorsand
P0DTC3,O43592,XPOT,962,86.25,khorsand-ncbi-gordon,khorsand
P0DTC3,O95347,SMC2,1197,118.25,khorsand-ncbi-gordon,khorsand
P0DTC3,P16615,AT2A2,1042,69.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q16891,MIC60,758,105.25,khorsand-ncbi-gordon,khorsand
P0DTC3,O14980,XPO1,1071,65.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9P035,HACD3,362,118.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9NZM1,MYOF,2061,105.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9NV58,RN19A,838,115.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q86VZ4,LRP11,500,97.25,khorsand-ncbi-gordon,khorsand
P0DTC3,P78552,I13R1,427,102.25,khorsand-ncbi-gordon,khorsand
P0DTC3,O95297,MPZL1,269,110.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9UP95,S12A4,1085,78.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9UIW2,PLXA1,1896,79.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9NZU5,LMCD1,365,78.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q96PD2,DCBD2,775,67.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q8WUA8,TSK,353,53.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q8IY22,CMIP,773,85.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q6PJG9,LRFN4,635,109.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q14574,DSC3,896,82.25,khorsand-ncbi-gordon,khorsand
P0DTC3,P54868,HMCS2,508,60.25,khorsand-ncbi-gordon,khorsand
P0DTC3,P53004,BIEA,296,65.25,khorsand-ncbi-gordon,khorsand
P0DTC3,P10586,PTPRF,1907,116.25,khorsand-ncbi-gordon,khorsand
P0DTC3,O43291,SPIT2,252,81.25,khorsand-ncbi-gordon,khorsand
P0DTC3,O00238,BMR1B,502,106.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9Y6R1,S4A4,1079,57.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9Y6M5,ZNT1,507,78.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9Y6D0,SELK,94,82.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9Y666,S12A7,1083,87.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9Y617,SERC,370,75.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9Y5I4,PCDC2,1007,107.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9Y561,LRP12,859,102.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9Y4P3,TBL2,447,103.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9Y4D7,PLXD1,1925,58.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9Y397,ZDHC9,364,100.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9Y2H0,DLGP4,992,61.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9Y2G1,MYRF,1151,73.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9Y287,ITM2B,266,92.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9UNN8,EPCR,238,56.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9UNE7,CHIP,303,80.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9UN75,PCDAC,941,114.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9UN74,PCDA4,947,108.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9UN70,PCDGK,934,85.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9UMX0,UBQL1,589,108.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9UM47,NOTC3,2321,87.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9ULT6,ZNRF3,936,76.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9UL25,RAB21,225,100.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9UL15,BAG5,447,82.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9UHW9,S12A6,1150,118.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9UHN6,CEIP2,1383,66.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9UGH3,S23A2,650,78.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9UBN6,TR10D,386,92.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9UBG0,MRC2,1479,74.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9P253,VPS18,973,63.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9P244,LRFN1,771,64.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9NZV1,CRIM1,1036,58.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9NZU0,FLRT3,649,64.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9NV92,NFIP2,336,65.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9NUQ9,CYRIB,324,100.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9NSU2,TREX1,314,114.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9NRX4,PHP14,125,68.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9NRW7,VPS45,570,106.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9NQX7,ITM2C,267,83.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9NQS3,NECT3,549,88.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9NPR2,SEM4B,837,84.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9HC56,PCDH9,1237,116.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9HBJ8,CLTRN,222,107.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9H813,PACC1,350,112.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9H4A4,AMPB,650,107.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9H2G2,SLK,1235,54.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9H269,VPS16,839,54.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9H1Y3,OPN3,402,107.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9H0X4,F234A,552,65.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9H0M0,WWP1,922,92.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9GZP1,NRSN2,204,99.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9C0C4,SEM4C,833,52.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9C0B5,ZDHC5,715,115.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9BZG1,RAB34,259,58.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9BYN0,SRXN1,137,76.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9BY44,EIF2A,585,51.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9BVT8,TMUB1,246,69.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9BTU6,P4K2A,479,72.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9BT76,UPK3B,320,106.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q9BT67,NFIP1,221,55.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q99999,G3ST1,423,104.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q99747,SNAG,312,51.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q99685,MGLL,303,100.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q99650,OSMR,979,55.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q99426,TBCB,244,96.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q96Q45,TM237,408,95.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q96NT0,CC115,180,74.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q96MC5,MERB1,204,97.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q96LD4,TRI47,638,109.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q96L92,SNX27,541,73.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q96KP4,CNDP2,475,85.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q96J02,ITCH,903,77.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q96C19,EFHD2,240,59.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q96A54,PAQR1,375,66.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q969W9,PMEPA,287,92.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q92859,NEO1,1461,119.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q92692,NECT2,538,112.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q92597,NDRG1,394,93.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q8WUM9,S20A1,679,108.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q8WTV0,SCRB1,552,80.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q8TCZ2,C99L2,262,59.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q8TAT6,NPL4,608,56.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q8NHV4,NEDD1,660,114.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q8NHP6,MSPD2,518,118.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q8NFT2,STEA2,490,111.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q8NE01,CNNM3,707,70.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q8NC67,NETO2,525,65.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q8NC54,KCT2,265,69.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q8NC42,RN149,400,95.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q8NBJ7,SUMF2,301,80.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q8NB49,AT11C,1132,60.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q8N614,TM156,296,89.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q8N4L2,PP4P2,257,72.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q8N1G4,LRC47,583,59.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q8IWT6,LRC8A,810,97.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q8IWK6,AGRA3,1321,115.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q8IUW5,RELL1,271,80.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q8IUR0,TPPC5,188,59.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q86Y82,STX12,276,51.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q86XS8,GOLI,419,67.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q86X29,LSR,649,100.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q86VS8,HOOK3,718,56.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q86VP1,TAXB1,789,101.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q86SJ2,AMGO2,522,81.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q7Z5G4,GOGA7,137,111.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q7Z4F1,LRP10,713,70.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q7L1W4,LRC8D,858,54.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q6UXM1,LRIG3,1119,51.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q6U841,S4A10,1118,115.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q6PJF5,RHDF2,856,57.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q6PIU2,NCEH1,408,65.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q6P9B6,MEAK7,456,57.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q6NZ63,STEAL,245,54.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q6ICG6,K0930,404,111.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q658P3,STEA3,488,56.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q5W0Z9,ZDH20,365,105.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q5VW32,BROX,411,68.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q5VV43,K0319,1072,62.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q58FF6,H90B4,505,84.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q4KMQ2,ANO6,910,92.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q3MIR4,CC50B,351,51.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q3LXA3,TKFC,575,99.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q30201,HFE,348,88.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q29983,MICA,383,102.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q16739,CEGT,394,75.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q16719,KYNU,465,61.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q16658,FSCN1,493,80.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q15904,VAS1,470,74.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q15836,VAMP3,100,61.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q15813,TBCE,527,67.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q15691,MARE1,268,113.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q15382,RHEB,184,74.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q15257,PTPA,358,84.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q15181,IPYR,289,115.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q15075,EEA1,1411,87.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q15036,SNX17,470,87.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q15025,TNIP1,636,94.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q14914,PTGR1,329,102.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q14789,GOGB1,3259,85.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q14596,NBR1,966,72.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q14344,GNA13,377,119.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q14114,LRP8,963,116.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q14019,COTL1,142,73.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q13873,BMPR2,1038,71.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q13772,NCOA4,614,65.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q13641,TPBG,420,104.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q13637,RAB32,225,114.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q13636,RAB31,194,60.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q13596,SNX1,522,96.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q13443,ADAM9,819,104.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q13332,PTPRS,1948,76.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q13145,BAMBI,260,88.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q12959,DLG1,904,91.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q12913,PTPRJ,1337,60.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q12907,LMAN2,356,52.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q12864,CAD17,832,52.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q12846,STX4,297,106.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q08345,DDR1,913,86.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q08334,I10R2,325,62.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q06124,PTN11,593,79.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q05639,EF1A2,463,114.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q04941,PLP2,152,116.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q04771,ACVR1,509,68.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q04760,LGUL,184,74.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q04721,NOTC2,2471,61.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q02297,NRG1,640,64.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q01973,ROR1,937,97.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q01518,CAP1,475,59.25,khorsand-ncbi-gordon,khorsand
P0DTC3,Q00688,FKBP3,224,80.25,khorsand-ncbi-gordon,khorsand
P0DTC3,P78536,ADA17,824,114.25,khorsand-ncbi-gordon,khorsand
P0DTC3,P63027,VAMP2,116,78.25,khorsand-ncbi-gordon,khorsand
P0DTC3,P62942,FKB1A,108,119.25,khorsand-ncbi-gordon,khorsand
P0DTC3,P62820,RAB1A,205,105.25,khorsand-ncbi-gordon,khorsand
P0DTC3,P62745,RHOB,196,79.25,khorsand-ncbi-gordon,khorsand
P0DTC3,P61769,B2MG,119,102.25,khorsand-ncbi-gordon,khorsand
P0DTC3,P61106,RAB14,215,106.25,khorsand-ncbi-gordon,khorsand
P0DTC3,P61020,RAB5B,215,83.25,khorsand-ncbi-gordon,khorsand
P0DTC3,P61019,RAB2A,212,105.25,khorsand-ncbi-gordon,khorsand
P0DTC3,P61006,RAB8A,207,114.25,khorsand-ncbi-gordon,khorsand
P0DTC3,P60880,SNP25,206,103.25,khorsand-ncbi-gordon,khorsand
P0DTC3,P60520,GBRL2,117,69.25,khorsand-ncbi-gordon,khorsand
P0DTC3,P58546,MTPN,118,110.25,khorsand-ncbi-gordon,khorsand
P0DTC3,P56749,CLD12,244,73.25,khorsand-ncbi-gordon,khorsand
P0DTC3,P54920,SNAA,295,96.25,khorsand-ncbi-gordon,khorsand
P0DTC3,P54753,EPHB3,998,94.25,khorsand-ncbi-gordon,khorsand
P0DTC3,P54710,ATNG,66,103.25,khorsand-ncbi-gordon,khorsand
P0DTC3,P52788,SPSY,366,86.25,khorsand-ncbi-gordon,khorsand
P0DTC3,P51809,VAMP7,220,83.25,khorsand-ncbi-gordon,khorsand
P0DTC3,P51798,CLCN7,805,93.25,khorsand-ncbi-gordon,khorsand
P0DTC3,P51511,MMP15,669,95.25,khorsand-ncbi-gordon,khorsand
P0DTC3,P51153,RAB13,203,54.25,khorsand-ncbi-gordon,khorsand
P0DTC3,P51151,RAB9A,201,75.25,khorsand-ncbi-gordon,khorsand
P0DTC3,P51149,RAB7A,207,114.25,khorsand-ncbi-gordon,khorsand
P0DTC3,P50895,BCAM,628,104.25,khorsand-ncbi-gordon,khorsand
P0DTC3,P50851,LRBA,2863,86.25,khorsand-ncbi-gordon,khorsand
P0DTC3,P50443,S26A2,739,77.25,khorsand-ncbi-gordon,khorsand
P0DTC3,P50148,GNAQ,359,74.25,khorsand-ncbi-gordon,khorsand
P0DTC3,P49840,GSK3A,483,119.25,khorsand-ncbi-gordon,khorsand
P0DTC3,P49773,HINT1,126,116.25,khorsand-ncbi-gordon,khorsand
P0DTC3,P49754,VPS41,854,120.25,khorsand-ncbi-gordon,khorsand
P0DTC3,P48960,AGRE5,835,78.25,khorsand-ncbi-gordon,khorsand
