Drug,Unnamed: 1,GENE,Query Score,Interaction Score,Normalized_query_score,Normalized_interaction_score
  CURCUMIN,,TUBB4A,2.0,0.06,0.016623150565709312,0.00017604084147522224
  APR-246,,TP53,30.49,1.04,0.26457789382071367,0.003051374585570519
  SAR-405838,,TP53,21.78,0.74,0.18877284595300264,0.0021711703781944077
  NUTLIN-3,,TP53,19.6,0.67,0.1697998259355962,0.0019657893964733155
  CISPLATIN,,TP53,16.77,0.02,0.1451697127937337,5.8680280491740756e-05
  DOXORUBICIN,,TP53,12.84,0.02,0.11096605744125328,5.8680280491740756e-05
  ADAVOSERTIB,,TP53,10.81,0.06,0.09329852045256747,0.00017604084147522224
  YONDELIS,,TP53,8.71,0.3,0.07502175805047868,0.0008802042073761113
  PRODIGIOSIN,,TP53,8.71,0.15,0.07502175805047868,0.00044010210368805564
  CERALASERTIB,,TP53,8.71,0.15,0.07502175805047868,0.00044010210368805564
  4-ISOTHIOUREIDOBUTYRONITRILE,,TP53,8.71,0.3,0.07502175805047868,0.0008802042073761113
  CHEMBL1241268,,TP53,8.71,0.3,0.07502175805047868,0.0008802042073761113
  ATRACTYLENOLIDE I,,TP53,8.71,0.3,0.07502175805047868,0.0008802042073761113
  CAMPTOSAR,,TP53,8.71,0.3,0.07502175805047868,0.0008802042073761113
  CHEMBL1801219,,TP53,8.71,0.3,0.07502175805047868,0.0008802042073761113
  AVASTIN,,TP53,8.71,0.3,0.07502175805047868,0.0008802042073761113
  PHA-680632,,TP53,8.71,0.3,0.07502175805047868,0.0008802042073761113
  CHEMBL1235116,,TP53,8.71,0.3,0.07502175805047868,0.0008802042073761113
  TRIETHYL PHOSPHATE,,TP53,8.71,0.3,0.07502175805047868,0.0008802042073761113
  ALVESPIMYCIN,,TP53,6.53,0.07,0.05604873803307225,0.00020538098172109265
  RO-5045337,,TP53,6.53,0.22,0.05604873803307225,0.0006454830854091483
  VORINOSTAT,,TP53,5.93,0.01,0.050826805918189735,2.9340140245870378e-05
  TIRAPAZAMINE,,TP53,5.81,0.1,0.04978241949521323,0.0002934014024587038
  LY-3009120,,TP53,5.81,0.05,0.04978241949521323,0.0001467007012293519
  LB-100,,TP53,5.81,0.1,0.04978241949521323,0.0002934014024587038
  PUROMYCIN,,TP53,5.66,0.01,0.04847693646649261,2.9340140245870378e-05
  PHENETHYLISOTHIOCYANATE,,TP53,5.26,0.01,0.04499564838990427,2.9340140245870378e-05
  AZD-6482,,TP53,5.08,0.02,0.04342906875543952,5.8680280491740756e-05
  GANETESPIB,,TP53,4.84,0.03,0.04134029590948651,8.802042073761112e-05
  GEMCITABINE,,TP53,4.83,0.01,0.041253263707571805,2.9340140245870378e-05
  CHEMBL602922,,TP53,4.36,0.15,0.03716275021758051,0.00044010210368805564
  CHEMBL1702181,,TP53,4.36,0.15,0.03716275021758051,0.00044010210368805564
  PACLITAXEL,,TP53,4.36,0.01,0.03716275021758051,2.9340140245870378e-05
  CAPMATINIB,,TP53,4.36,0.07,0.03716275021758051,0.00020538098172109265
  CGM-097,,TP53,4.36,0.07,0.03716275021758051,0.00020538098172109265
  DOXIL,,TP53,4.36,0.07,0.03716275021758051,0.00020538098172109265
  SELUMETINIB,,TP53,4.36,0.02,0.03716275021758051,5.8680280491740756e-05
  CHEMBL407501,,TP53,4.36,0.15,0.03716275021758051,0.00044010210368805564
  TRIFLURIDINE,,TP53,4.36,0.07,0.03716275021758051,0.00020538098172109265
  CHEMBL545900,,TP53,4.36,0.15,0.03716275021758051,0.00044010210368805564
  TEPRASIRAN,,TP53,4.36,0.15,0.03716275021758051,0.00044010210368805564
  DS-7423,,TP53,4.36,0.02,0.03716275021758051,5.8680280491740756e-05
  ACEQUINOCYL,,TP53,4.36,0.15,0.03716275021758051,0.00044010210368805564
  SELICICLIB,,TP53,4.36,0.05,0.03716275021758051,0.0001467007012293519
  SERDEMETAN,,TP53,4.36,0.15,0.03716275021758051,0.00044010210368805564
  N6-BENZYLADENOSINE,,TP53,4.36,0.15,0.03716275021758051,0.00044010210368805564
  RG-7602,,TP53,4.36,0.15,0.03716275021758051,0.00044010210368805564
  ALT-801,,TP53,4.36,0.15,0.03716275021758051,0.00044010210368805564
  CHEMBL411085,,TP53,4.36,0.05,0.03716275021758051,0.0001467007012293519
  BENOMYL,,TP53,4.36,0.15,0.03716275021758051,0.00044010210368805564
  DEMCIZUMAB,,TP53,4.36,0.07,0.03716275021758051,0.00020538098172109265
  CHEMBL259422,,TP53,4.36,0.15,0.03716275021758051,0.00044010210368805564
  (R)-INDOPROFEN,,TP53,4.36,0.15,0.03716275021758051,0.00044010210368805564
  CHEMBL600347,,TP53,4.36,0.15,0.03716275021758051,0.00044010210368805564
  LONTUCIREV (REPLICATING ADENOVIRUS),,TP53,4.36,0.15,0.03716275021758051,0.00044010210368805564
  ETOPOSIDE,,TP53,4.19,0.01,0.03568320278503047,2.9340140245870378e-05
  BORTEZOMIB,,TP53,4.07,0.0,0.034638816362053966,0.0
  GEDATOLISIB,,TP53,4.06,0.02,0.03455178416013925,5.8680280491740756e-05
  NAVITOCLAX,,TP53,4.02,0.03,0.03420365535248042,8.802042073761112e-05
  PIMASERTIB,,TP53,3.87,0.03,0.03289817232375979,8.802042073761112e-05
  CYCLOPHOSPHAMIDE,,TP53,3.86,0.01,0.032811140121845085,2.9340140245870378e-05
  ABT 737,,TP53,3.73,0.04,0.031679721496953875,0.00011736056098348151
  EPIRUBICIN,,TP53,3.48,0.02,0.029503916449086166,5.8680280491740756e-05
  TEMOZOLOMIDE,,TP53,3.48,0.03,0.029503916449086166,8.802042073761112e-05
  CRIZOTINIB,,TP53,3.48,0.03,0.029503916449086166,8.802042073761112e-05
  CARBOPLATIN,,TP53,3.47,0.01,0.029416884247171458,2.9340140245870378e-05
  TANESPIMYCIN,,TP53,3.35,0.02,0.028372497824194955,5.8680280491740756e-05
  2-AMINOANTHRACENE,,TP53,3.27,0.04,0.027676240208877288,0.00011736056098348151
  PEMBROLIZUMAB,,TP53,3.17,0.01,0.026805918189730202,2.9340140245870378e-05
  VEMURAFENIB,,TP53,3.05,0.01,0.0257615317667537,2.9340140245870378e-05
  IFOSFAMIDE,,TP53,2.9,0.03,0.024456048738033073,8.802042073761112e-05
  ANTIMYCIN A,,TP53,2.9,0.05,0.024456048738033073,0.0001467007012293519
  PATULIN,,TP53,2.9,0.03,0.024456048738033073,8.802042073761112e-05
  SULCONAZOLE NITRATE,,TP53,2.9,0.05,0.024456048738033073,0.0001467007012293519
  PF-04217903,,TP53,2.9,0.1,0.024456048738033073,0.0002934014024587038
  ZINC CHLORIDE,,TP53,2.83,0.0,0.023846823324630118,0.0
  ABEMACICLIB,,TP53,2.8,0.03,0.02358572671888599,8.802042073761112e-05
  DABRAFENIB,,TP53,2.65,0.01,0.022280243690165364,2.9340140245870378e-05
  CHEMBL186526,,TP53,2.61,0.03,0.02193211488250653,8.802042073761112e-05
  DUVELISIB,,TP53,2.61,0.03,0.02193211488250653,8.802042073761112e-05
  CHEMBL429335,,TP53,2.61,0.03,0.02193211488250653,8.802042073761112e-05
  PF-00477736,,TP53,2.49,0.04,0.02088772845953003,0.00011736056098348151
  LORLATINIB,,TP53,2.49,0.04,0.02088772845953003,0.00011736056098348151
  INOSITOL,,TP53,2.49,0.02,0.02088772845953003,5.8680280491740756e-05
  PD-0325901,,TP53,2.38,0.03,0.019930374238468235,8.802042073761112e-05
  DOCETAXEL,,TP53,2.34,0.01,0.0195822454308094,2.9340140245870378e-05
  VENETOCLAX,,TP53,2.32,0.02,0.019408181026979984,5.8680280491740756e-05
  CLOFIBRATE,,TP53,2.32,0.02,0.019408181026979984,5.8680280491740756e-05
  PAZOPANIB,,TP53,2.32,0.01,0.019408181026979984,2.9340140245870378e-05
  TOPOTECAN,,TP53,2.32,0.02,0.019408181026979984,5.8680280491740756e-05
  IRINOTECAN,,TP53,2.3,0.01,0.01923411662315057,2.9340140245870378e-05
  SAPANISERTIB,,TP53,2.27,0.02,0.018973020017406445,5.8680280491740756e-05
  CAULIBUGULONE D,,TP53,2.18,0.07,0.01818973020017407,0.00020538098172109265
  TEBUFENPYRAD,,TP53,2.18,0.07,0.01818973020017407,0.00020538098172109265
  GLUTARAL,,TP53,2.18,0.07,0.01818973020017407,0.00020538098172109265
  TRAMETINIB,,TP53,2.18,0.01,0.01818973020017407,2.9340140245870378e-05
  CHEMBL599088,,TP53,2.18,0.07,0.01818973020017407,0.00020538098172109265
  DEOXIEPINEPHRINE,,TP53,2.18,0.02,0.01818973020017407,5.8680280491740756e-05
  BENZALKONIUM CHLORIDE,,TP53,2.18,0.07,0.01818973020017407,0.00020538098172109265
  CHEMBL267160,,TP53,2.18,0.04,0.01818973020017407,0.00011736056098348151
  CARBENDAZIM,,TP53,2.18,0.07,0.01818973020017407,0.00020538098172109265
  CHEMBL1214407,,TP53,2.18,0.04,0.01818973020017407,0.00011736056098348151
  CHEMBL195350,,TP53,2.18,0.07,0.01818973020017407,0.00020538098172109265
  (Z)-PIPLARTINE,,TP53,2.18,0.07,0.01818973020017407,0.00020538098172109265
  CHEMBL1346468,,TP53,2.18,0.07,0.01818973020017407,0.00020538098172109265
  CYAZOFAMID,,TP53,2.18,0.07,0.01818973020017407,0.00020538098172109265
  RHODOMYRTOXIN B,,TP53,2.18,0.07,0.01818973020017407,0.00020538098172109265
  CHEMBL259421,,TP53,2.18,0.02,0.01818973020017407,5.8680280491740756e-05
  AZD-7762,,TP53,2.18,0.07,0.01818973020017407,0.00020538098172109265
  CHEMBL99408,,TP53,2.18,0.07,0.01818973020017407,0.00020538098172109265
  CHEMBL259784,,TP53,2.18,0.02,0.01818973020017407,5.8680280491740756e-05
  CHEMBL259805,,TP53,2.18,0.04,0.01818973020017407,0.00011736056098348151
"  3',4' DICHLOROBENZAMIL ",,TP53,2.18,0.04,0.01818973020017407,0.00011736056098348151
  CHEMBL16685,,TP53,2.18,0.07,0.01818973020017407,0.00020538098172109265
  TRIACETYLRESVERATROL,,TP53,2.18,0.07,0.01818973020017407,0.00020538098172109265
  CHEMBL227959,,TP53,2.18,0.04,0.01818973020017407,0.00011736056098348151
  CHEMBL582715,,TP53,2.18,0.07,0.01818973020017407,0.00020538098172109265
  FURAZOLIDONE,,TP53,2.18,0.07,0.01818973020017407,0.00020538098172109265
  CHEMBL1494650,,TP53,2.18,0.07,0.01818973020017407,0.00020538098172109265
  BEVACIZUMAB,,TP53,2.12,0.01,0.01766753698868582,2.9340140245870378e-05
  ALPELISIB,,TP53,2.11,0.01,0.017580504786771107,2.9340140245870378e-05
  METHYLDOPA,,TP53,2.04,0.0,0.016971279373368148,0.0
  CHEMBL154580,,TP53,1.98,0.01,0.016449086161879897,2.9340140245870378e-05
  DAUNORUBICIN,,TP53,1.95,0.0,0.01618798955613577,0.0
  DACTOLISIB,,TP53,1.94,0.01,0.01610095735422106,2.9340140245870378e-05
  CAPIVASERTIB,,TP53,1.94,0.03,0.01610095735422106,8.802042073761112e-05
  ENCORAFENIB,,TP53,1.94,0.02,0.01610095735422106,5.8680280491740756e-05
  IBRUTINIB,,TP53,1.89,0.01,0.015665796344647518,2.9340140245870378e-05
  CHEMBL1303948,,TP53,1.87,0.02,0.015491731940818104,5.8680280491740756e-05
  SALMETEROL XINAFOATE,,TP53,1.87,0.02,0.015491731940818104,5.8680280491740756e-05
  CIS-RESVERATROL,,TP53,1.87,0.02,0.015491731940818104,5.8680280491740756e-05
  ROTENONE,,TP53,1.87,0.02,0.015491731940818104,5.8680280491740756e-05
  SIROLIMUS,,TP53,1.83,0.01,0.01514360313315927,2.9340140245870378e-05
  GALLIC ACID,,TP53,1.81,0.01,0.014969538729329853,2.9340140245870378e-05
  SERTRALINE,,TP53,1.81,0.01,0.014969538729329853,2.9340140245870378e-05
  CHEMBL1522984,,TP53,1.74,0.03,0.014360313315926894,8.802042073761112e-05
  CHEMBL408563,,TP53,1.74,0.03,0.014360313315926894,8.802042073761112e-05
  ONONIN,,TP53,1.74,0.03,0.014360313315926894,8.802042073761112e-05
  CHEMBL260028,,TP53,1.74,0.03,0.014360313315926894,8.802042073761112e-05
  GARLIC,,TP53,1.74,0.03,0.014360313315926894,8.802042073761112e-05
  BROXYQUINOLINE,,TP53,1.74,0.03,0.014360313315926894,8.802042073761112e-05
  CHEMBL198759,,TP53,1.74,0.06,0.014360313315926894,0.00017604084147522224
  OLAPARIB,,TP53,1.74,0.01,0.014360313315926894,2.9340140245870378e-05
  CHEMBL1397308,,TP53,1.74,0.03,0.014360313315926894,8.802042073761112e-05
  ONC-201,,TP53,1.74,0.06,0.014360313315926894,0.00017604084147522224
  CHEMBL261693,,TP53,1.74,0.03,0.014360313315926894,8.802042073761112e-05
  METHYL ROBUSTONE,,TP53,1.74,0.03,0.014360313315926894,8.802042073761112e-05
  CHEMBL260451,,TP53,1.74,0.03,0.014360313315926894,8.802042073761112e-05
  TEROXIRONE,,TP53,1.74,0.03,0.014360313315926894,8.802042073761112e-05
  ENALAPRIL,,TP53,1.74,0.01,0.014360313315926894,2.9340140245870378e-05
  CHEMBL1389794,,TP53,1.74,0.03,0.014360313315926894,8.802042073761112e-05
  CHEMBL563919,,TP53,1.74,0.03,0.014360313315926894,8.802042073761112e-05
  FUROXAN,,TP53,1.74,0.03,0.014360313315926894,8.802042073761112e-05
  PANITUMUMAB,,TP53,1.66,0.01,0.013664055700609225,2.9340140245870378e-05
  CHEMBL410484,,TP53,1.63,0.02,0.0134029590948651,5.8680280491740756e-05
  GOSSYPOL,,TP53,1.63,0.01,0.0134029590948651,2.9340140245870378e-05
"7,8-DIHYDROXYFLAVONE ",,TP53,1.63,0.02,0.0134029590948651,5.8680280491740756e-05
  METHYLPREDNISOLONE,,TP53,1.63,0.02,0.0134029590948651,5.8680280491740756e-05
  CHEMBL408850,,TP53,1.58,0.01,0.01296779808529156,2.9340140245870378e-05
  TRANILAST,,TP53,1.58,0.01,0.01296779808529156,2.9340140245870378e-05
  CHEMBL297784,,TP53,1.58,0.01,0.01296779808529156,2.9340140245870378e-05
  TAMOXIFEN,,TP53,1.56,0.01,0.012793733681462142,2.9340140245870378e-05
  CINNARIZINE,,TP53,1.54,0.02,0.012619669277632724,5.8680280491740756e-05
  CHEMBL528807,,TP53,1.45,0.05,0.011836379460400347,0.0001467007012293519
  U-50488 METHANE SULFONATE,,TP53,1.45,0.05,0.011836379460400347,0.0001467007012293519
  CHEMBL421215,,TP53,1.45,0.02,0.011836379460400347,5.8680280491740756e-05
  CHEMBL578890,,TP53,1.45,0.05,0.011836379460400347,0.0001467007012293519
  CHEMBL261118,,TP53,1.45,0.05,0.011836379460400347,0.0001467007012293519
  CHEMBL1326499,,TP53,1.45,0.05,0.011836379460400347,0.0001467007012293519
  CHEMBL590665,,TP53,1.45,0.05,0.011836379460400347,0.0001467007012293519
  CAULIBUGULONE B,,TP53,1.45,0.05,0.011836379460400347,0.0001467007012293519
  OLEAMIDE,,TP53,1.45,0.05,0.011836379460400347,0.0001467007012293519
  METHIMAZOLE,,TP53,1.45,0.02,0.011836379460400347,5.8680280491740756e-05
  O-DEMETHYLATED ADAPALENE,,TP53,1.45,0.02,0.011836379460400347,5.8680280491740756e-05
  CHEMBL259615,,TP53,1.45,0.02,0.011836379460400347,5.8680280491740756e-05
  CHEMBL444376,,TP53,1.45,0.02,0.011836379460400347,5.8680280491740756e-05
  METHOTREXATE,,TP53,1.45,0.0,0.011836379460400347,0.0
  CHEMBL408653,,TP53,1.45,0.02,0.011836379460400347,5.8680280491740756e-05
  DECITABINE,,TP53,1.45,0.01,0.011836379460400347,2.9340140245870378e-05
  CHEMBL320361,,TP53,1.45,0.05,0.011836379460400347,0.0001467007012293519
  ROBUSTIC ACID,,TP53,1.45,0.05,0.011836379460400347,0.0001467007012293519
  CHEMBL260213,,TP53,1.45,0.02,0.011836379460400347,5.8680280491740756e-05
  NEBULARINE,,TP53,1.45,0.05,0.011836379460400347,0.0001467007012293519
  CHEMBL26320,,TP53,1.45,0.02,0.011836379460400347,5.8680280491740756e-05
  IOXYNIL,,TP53,1.45,0.05,0.011836379460400347,0.0001467007012293519
  KRESOXIM-METHYL,,TP53,1.45,0.05,0.011836379460400347,0.0001467007012293519
  CHEMBL233194,,TP53,1.45,0.02,0.011836379460400347,5.8680280491740756e-05
  CHEMBL271023,,TP53,1.45,0.02,0.011836379460400347,5.8680280491740756e-05
  CHEMBL261123,,TP53,1.45,0.02,0.011836379460400347,5.8680280491740756e-05
  CAULIBUGULONE C,,TP53,1.45,0.05,0.011836379460400347,0.0001467007012293519
  CHEMBL473735,,TP53,1.45,0.02,0.011836379460400347,5.8680280491740756e-05
  CHEMBL528712,,TP53,1.45,0.05,0.011836379460400347,0.0001467007012293519
  PLUMBAGIN,,TP53,1.45,0.01,0.011836379460400347,2.9340140245870378e-05
  TRIFLOXYSTROBIN,,TP53,1.45,0.05,0.011836379460400347,0.0001467007012293519
  CHEMBL66114,,TP53,1.45,0.05,0.011836379460400347,0.0001467007012293519
  ANISINDIONE,,TP53,1.45,0.02,0.011836379460400347,5.8680280491740756e-05
  METHYLBENZETHONIUM CHLORIDE,,TP53,1.45,0.02,0.011836379460400347,5.8680280491740756e-05
  CHEMBL600334,,TP53,1.45,0.05,0.011836379460400347,0.0001467007012293519
  CHEMBL422942,,TP53,1.45,0.05,0.011836379460400347,0.0001467007012293519
  CHEMBL579550,,TP53,1.45,0.05,0.011836379460400347,0.0001467007012293519
  IODOQUINOL,,TP53,1.45,0.02,0.011836379460400347,5.8680280491740756e-05
  CHEMBL582473,,TP53,1.45,0.05,0.011836379460400347,0.0001467007012293519
  OXALIPLATIN,,TP53,1.41,0.02,0.011488250652741514,5.8680280491740756e-05
  CHLOROXINE,,TP53,1.31,0.01,0.01061792863359443,2.9340140245870378e-05
  CHEMBL201325,,TP53,1.31,0.01,0.01061792863359443,2.9340140245870378e-05
  3-METHOXYCATECHOL,,TP53,1.31,0.01,0.01061792863359443,2.9340140245870378e-05
  BENZO(K)FLUORANTHENE,,TP53,1.31,0.01,0.01061792863359443,2.9340140245870378e-05
  TRIFLUOPERAZINE,,TP53,1.26,0.01,0.010182767624020888,2.9340140245870378e-05
  PYRITHIONE ZINC,,TP53,1.24,0.01,0.01000870322019147,2.9340140245870378e-05
  CHEMBL1333386,,TP53,1.24,0.02,0.01000870322019147,5.8680280491740756e-05
  IODOACETAMIDE,,TP53,1.24,0.01,0.01000870322019147,2.9340140245870378e-05
"2,6-DIMETHOXYQUINONE",,TP53,1.24,0.02,0.01000870322019147,5.8680280491740756e-05
  BENZO[B]FLUORANTHENE,,TP53,1.24,0.02,0.01000870322019147,5.8680280491740756e-05
  VESNARINONE,,TP53,1.24,0.04,0.01000870322019147,0.00011736056098348151
  PROPACHLOR,,TP53,1.24,0.02,0.01000870322019147,5.8680280491740756e-05
  CLIOQUINOL,,TP53,1.21,0.01,0.009747606614447344,2.9340140245870378e-05
  CHEMBL580421,,TP53,1.19,0.01,0.009573542210617928,2.9340140245870378e-05
  CHEMBL591126,,TP53,1.19,0.01,0.009573542210617928,2.9340140245870378e-05
  CHEMBL374632,,TP53,1.19,0.01,0.009573542210617928,2.9340140245870378e-05
  CHEMBL406557,,TP53,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  CHEMBL592123,,TP53,1.09,0.04,0.008703220191470845,0.00011736056098348151
  ALEXIDINE DIHYDROCHLORIDE,,TP53,1.09,0.04,0.008703220191470845,0.00011736056098348151
  MUNDULONE,,TP53,1.09,0.04,0.008703220191470845,0.00011736056098348151
  ALPHA-NAPHTHOFLAVONE,,TP53,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  CHEMBL601140,,TP53,1.09,0.04,0.008703220191470845,0.00011736056098348151
  CHEMBL405317,,TP53,1.09,0.04,0.008703220191470845,0.00011736056098348151
  PROCHLORPERAZINE EDISYLATE,,TP53,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  (S)APOMORPHINE,,TP53,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  DINOSEB,,TP53,1.09,0.04,0.008703220191470845,0.00011736056098348151
  CADMIUM ACETATE,,TP53,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  CHLORFENAPYR,,TP53,1.09,0.04,0.008703220191470845,0.00011736056098348151
  PROPARGITE,,TP53,1.09,0.04,0.008703220191470845,0.00011736056098348151
  NITAZOXANIDE,,TP53,1.09,0.01,0.008703220191470845,2.9340140245870378e-05
  CHEMBL177809,,TP53,1.09,0.04,0.008703220191470845,0.00011736056098348151
  CHEMBL265686,,TP53,1.09,0.04,0.008703220191470845,0.00011736056098348151
  KINETIN RIBOSIDE,,TP53,1.09,0.04,0.008703220191470845,0.00011736056098348151
  CHEMBL225513,,TP53,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  TERPYRIDINE,,TP53,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  CHEMBL602150,,TP53,1.09,0.04,0.008703220191470845,0.00011736056098348151
  CHEMBL260560,,TP53,1.09,0.02,0.008703220191470845,5.8680280491740756e-05
  FLUOROURACIL,,TP53,1.08,0.0,0.008616187989556138,0.0
  CETUXIMAB,,TP53,1.07,0.01,0.00852915578764143,2.9340140245870378e-05
  DIETHYLSTILBESTROL,,TP53,1.06,0.01,0.00844212358572672,2.9340140245870378e-05
  MENADIONE,,TP53,1.05,0.01,0.008355091383812012,2.9340140245870378e-05
  INDIRUBIN-3-MONOXIME,,TP53,1.02,0.01,0.008093994778067886,2.9340140245870378e-05
  ZIRAM,,TP53,1.01,0.01,0.008006962576153178,2.9340140245870378e-05
  DASATINIB,,TP53,0.98,0.0,0.007745865970409052,0.0
  CAPECITABINE,,TP53,0.97,0.01,0.007658833768494343,2.9340140245870378e-05
  4-METHOXYDALBERGIONE,,TP53,0.97,0.02,0.007658833768494343,5.8680280491740756e-05
  CLOTRIMAZOLE,,TP53,0.97,0.01,0.007658833768494343,2.9340140245870378e-05
  PIPLARTINE,,TP53,0.97,0.02,0.007658833768494343,5.8680280491740756e-05
  METHYLENE BLUE,,TP53,0.97,0.02,0.007658833768494343,5.8680280491740756e-05
  MICHLER'S KETONE,,TP53,0.97,0.02,0.007658833768494343,5.8680280491740756e-05
  BERZOSERTIB,,TP53,0.97,0.02,0.007658833768494343,5.8680280491740756e-05
  CHELERYTHRINE,,TP53,0.93,0.01,0.0073107049608355104,2.9340140245870378e-05
  EMBELIN,,TP53,0.93,0.01,0.0073107049608355104,2.9340140245870378e-05
  FENTICLOR,,TP53,0.92,0.01,0.007223672758920802,2.9340140245870378e-05
  DAUNORUBICIN HYDROCHLORIDE,,TP53,0.92,0.0,0.007223672758920802,0.0
  CHEMBL578512,,TP53,0.9,0.01,0.007049608355091385,2.9340140245870378e-05
  DIBENZ[A,,TP53,0.87,0.03,0.006788511749347259,8.802042073761112e-05
  CHEMBL242171,,TP53,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  CHEMBL405914,,TP53,0.87,0.03,0.006788511749347259,8.802042073761112e-05
  CHEMBL591618,,TP53,0.87,0.03,0.006788511749347259,8.802042073761112e-05
  PAROXETINE HYDROCHLORIDE,,TP53,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  DIMETHYL GAMBOGATE,,TP53,0.87,0.03,0.006788511749347259,8.802042073761112e-05
  PYRACLOSTROBIN,,TP53,0.87,0.03,0.006788511749347259,8.802042073761112e-05
  CHEMBL599100,,TP53,0.87,0.03,0.006788511749347259,8.802042073761112e-05
  INDOPROFEN,,TP53,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  MERCURIC CHLORIDE,,TP53,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  MANGOSTIN,,TP53,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  CHEMBL599943,,TP53,0.87,0.03,0.006788511749347259,8.802042073761112e-05
  POTASSIUM DICHROMATE,,TP53,0.87,0.03,0.006788511749347259,8.802042073761112e-05
  LOPERAMIDE,,TP53,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  PHENANTHROLINE,,TP53,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  CHEMBL291143,,TP53,0.87,0.03,0.006788511749347259,8.802042073761112e-05
  CHEMBL587620,,TP53,0.87,0.03,0.006788511749347259,8.802042073761112e-05
  FANCHININ,,TP53,0.87,0.03,0.006788511749347259,8.802042073761112e-05
  CHLORANIL,,TP53,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  STREPTONIGRIN,,TP53,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  FENOFIBRATE,,TP53,0.84,0.01,0.006527415143603134,2.9340140245870378e-05
  THIMEROSAL,,TP53,0.84,0.01,0.006527415143603134,2.9340140245870378e-05
  TYRPHOSTIN A9,,TP53,0.83,0.01,0.006440382941688425,2.9340140245870378e-05
  HEXACHLOROPHENE,,TP53,0.81,0.0,0.006266318537859009,0.0
  CHEMBL329673,,TP53,0.79,0.01,0.006092254134029592,2.9340140245870378e-05
  CHEMBL2002487,,TP53,0.79,0.01,0.006092254134029592,2.9340140245870378e-05
  RIBAVIRIN,,TP53,0.79,0.0,0.006092254134029592,0.0
  ECONAZOLE NITRATE,,TP53,0.79,0.01,0.006092254134029592,2.9340140245870378e-05
  PROGESTERONE,,TP53,0.79,0.0,0.006092254134029592,0.0
  CADMIUM DICHLORIDE,,TP53,0.79,0.01,0.006092254134029592,2.9340140245870378e-05
  DIHYDROGAMBOGIC ACID,,TP53,0.79,0.01,0.006092254134029592,2.9340140245870378e-05
  NICLOSAMIDE,,TP53,0.78,0.01,0.006005221932114883,2.9340140245870378e-05
  LAPACHONE,,TP53,0.78,0.01,0.006005221932114883,2.9340140245870378e-05
